Item Code,Item Group,Default Unit of Measure,Standard Selling Rate,Brand,Allow Purchase,Item Name,Default Warehouse (Item Defaults),Company (Item Defaults),Barcode
811202000006 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S22 Creative Double Layer Case Gloss 1*5 73717 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000006 
811202000007 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S22+ Creative Double Layer Case Gloss 1*5 73724 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000007 
811202000008 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S22 Ultra Creative Double Layer Case Gloss 1*5 73731 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000008 
811202000009 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S23 Creative Double Layer Case Gloss 1*5 73748 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000009 
811202000010 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S23+ Creative Double Layer Case Gloss 1*5 73755 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000010 
811202000011 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S23 Ultra Creative Double Layer Case Gloss 1*5 73762 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000011 
811202000012 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung Note20 Creative Double Layer Case Gloss 1*5 73816 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000012 
811202000013 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung Note20 Ultra Creative Double Layer Case Gloss 1*5 73823 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000013 
811202000022 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S7 Creative Double Layer Case Gloss 1*5 74035 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000022 
811202000023 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S8 Creative Double Layer Case Gloss 1*5 74042 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000023 
811202000024 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S9 Plus Creative Double Layer Case Gloss 1*5 74059 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000024 
811202000025 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S10 Creative Double Layer Case Gloss 1*5 74066 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000025 
811202000026 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S10e Creative Double Layer Case Gloss 1*5 74073 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000026 
811202000027 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung S10 Plus Creative Double Layer Case Gloss 1*5 74080 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000027 
811202000028 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  Samsung A13(4G) Creative Double Layer Case Gloss 1*5 74097 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000028 
811202000034 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 15 Pro Max Creative Double Layer Case  Gloss 1*5 75650 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000034 
811202000035 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 15 Pro Creative Double Layer Case Gloss 1*5 75667 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000035 
811202000036 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 15 Plus Creative Double Layer Case Gloss 1*5 75674 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000036 
811202000037 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 15 Creative Double Layer Case  Gloss 1*5 75681 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000037 
811202000002 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone XS Creative Double Layer Case Gloss 1*5 73335 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000002 
810102002249 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone 13 Creative Double Layer Case Gloss 1*5 71898 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002249 
811202000032 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone 13 mini Creative Double Layer Case Gloss 1*5 75513 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000032 
810102002250 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone 13 Pro Creative Double Layer Case Gloss 1*5 72116 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002250 
810102002251 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone 13 Pro Max Creative Double Layer Case Gloss 1*5 72123 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002251 
810102002252 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone 14 Creative Double Layer Case Gloss 1*5 72130 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002252 
810102002253 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone 14 Plus Creative Double Layer Case Gloss 1*5 72147 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002253 
810102002254 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone 14 Pro Creative Double Layer Case Gloss 1*5 72154 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002254 
810102002255 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT   iPhone 14 Pro Max Creative Double Layer Case Gloss 1*5 72161 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002255 
810102002286 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 11 Creative Double Layer Case Gloss 1*5 72925 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002286 
810102002287 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 11 Pro Creative Double Layer Case Gloss 1*5 72932 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002287 
810102002288 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 11 Pro Max Creative Double Layer Case Gloss 1*5 72949 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002288 
810102002289 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 12/12Pro Creative Double Layer Case Gloss 1*5 72956 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002289 
811202000031 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 12 mini Creative Double Layer Case Gloss 1*5 75506 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,811202000031 
810102002290 ,Heat Transfer,Nos,21,Rockspace,1,Rockspace HT  iPhone 12 Pro Max Creative Double Layer Case Gloss 1*5 72963 Material:PC+TPU Pack Qty:5pcs,ZeroMax Warehouse - ZX,ZEROMAX LLP,810102002290 
880109070003 ,Skin Printer,Nos,350,Rockspace,1,Rockspace SP Phone Skin Printer& Color Phone Skin Paper Set(With scratch card)(With Dustproof PMMA Shield)(British Standard) 72727,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402772727 
880206070244 ,Skin Printer,Nos,64,Rockspace,1,Rockspace SP Color Phone Skin Paper Set 71225,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402771225 
280206070245 ,Skin Printer,Nos,2,Rockspace,1,Rockspace SP Phone Skin Printer Scratch Card,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402772376 
280206070246 ,Skin Printer,Nos,2,Rockspace,1,Rockspace SP Phone Skin Printer Cutting Mat,ZeroMax Warehouse - ZX,ZEROMAX LLP,6941402772383 
